"it" "im" "dep" "meth" "out"
"777" 6 11 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"778" 6 11 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"779" 6 11 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"780" 6 11 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"781" 6 11 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"782" 6 12 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"783" 6 12 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"784" 6 12 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"785" 6 12 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"786" 6 12 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"787" 6 12 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"788" 6 12 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"789" 6 12 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"790" 6 12 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"791" 6 12 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"792" 6 13 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"793" 6 13 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"794" 6 13 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"795" 6 13 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"796" 6 13 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"797" 6 13 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"798" 6 13 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"799" 6 13 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"800" 6 13 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"801" 6 13 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"802" 6 14 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"803" 6 14 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"804" 6 14 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"805" 6 14 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"806" 6 14 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"807" 6 14 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"808" 6 14 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"809" 6 14 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"810" 6 14 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"811" 6 14 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"812" 6 15 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"813" 6 15 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"814" 6 15 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"815" 6 15 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"816" 6 15 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"817" 6 15 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"818" 6 15 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"819" 6 15 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"820" 6 15 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"821" 6 15 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"822" 7 1 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"823" 7 1 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"824" 7 1 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"825" 7 1 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"826" 7 1 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"827" 7 1 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"828" 7 1 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"829" 7 1 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"830" 7 1 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"831" 7 1 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"832" 7 2 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"833" 7 2 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"834" 7 2 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"835" 7 2 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"836" 7 2 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"837" 7 2 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"838" 7 2 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"839" 7 2 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"840" 7 2 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"841" 7 2 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"842" 7 3 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"843" 7 3 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"844" 7 3 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"845" 7 3 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"846" 7 3 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"847" 7 3 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"848" 7 3 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"849" 7 3 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"850" 7 3 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"851" 7 3 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"852" 7 4 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"853" 7 4 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"854" 7 4 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"855" 7 4 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"856" 7 4 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"857" 7 4 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"858" 7 4 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"859" 7 4 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"860" 7 4 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"861" 7 4 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"862" 7 5 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"863" 7 5 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"864" 7 5 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"865" 7 5 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"866" 7 5 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"867" 7 5 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"868" 7 5 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"869" 7 5 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"870" 7 5 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"871" 7 5 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"872" 7 6 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"873" 7 6 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"874" 7 6 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"875" 7 6 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"876" 7 6 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"877" 7 6 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"878" 7 6 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"879" 7 6 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"880" 7 6 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"881" 7 6 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"882" 7 7 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"883" 7 7 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"884" 7 7 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"885" 7 7 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"886" 7 7 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"887" 7 7 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"888" 7 7 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"889" 7 7 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"890" 7 7 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"891" 7 7 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"892" 7 8 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"893" 7 8 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"894" 7 8 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"895" 7 8 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"896" 7 8 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"897" 7 8 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"898" 7 8 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"899" 7 8 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"900" 7 8 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"901" 7 8 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"902" 7 9 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"903" 7 9 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"904" 7 9 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"905" 7 9 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"906" 7 9 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"907" 7 9 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"908" 7 9 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"909" 7 9 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"910" 7 9 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"911" 7 9 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"912" 7 10 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"913" 7 10 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"914" 7 10 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"915" 7 10 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"916" 7 10 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"917" 7 10 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"918" 7 10 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"919" 7 10 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"920" 7 10 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"921" 7 10 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"922" 7 11 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"923" 7 11 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"924" 7 11 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"925" 7 11 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"926" 7 11 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"927" 7 11 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"928" 7 11 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"929" 7 11 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"930" 7 11 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"931" 7 11 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"932" 7 12 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"933" 7 12 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"934" 7 12 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"935" 7 12 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"936" 7 12 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"937" 7 12 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"938" 7 12 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"939" 7 12 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"940" 7 12 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"941" 7 12 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"942" 7 13 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"943" 7 13 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"944" 7 13 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"945" 7 13 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"946" 7 13 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"947" 7 13 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"948" 7 13 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"949" 7 13 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"950" 7 13 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"951" 7 13 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"952" 7 14 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"953" 7 14 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"954" 7 14 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"955" 7 14 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"956" 7 14 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"957" 7 14 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"958" 7 14 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"959" 7 14 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"960" 7 14 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"961" 7 14 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"962" 7 15 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"963" 7 15 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"964" 7 15 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"965" 7 15 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"966" 7 15 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"967" 7 15 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"968" 7 15 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"969" 7 15 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"970" 7 15 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"971" 7 15 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"972" 8 1 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"973" 8 1 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"974" 8 1 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"975" 8 1 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"976" 8 1 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"977" 8 1 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"978" 8 1 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"979" 8 1 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"980" 8 1 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"981" 8 1 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"982" 8 2 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"983" 8 2 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"984" 8 2 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"985" 8 2 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"986" 8 2 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"987" 8 2 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"988" 8 2 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"989" 8 2 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"990" 8 2 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"991" 8 2 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"992" 8 3 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"993" 8 3 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"994" 8 3 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"995" 8 3 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"996" 8 3 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"997" 8 3 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"998" 8 3 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"999" 8 3 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"1000" 8 3 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"1001" 8 3 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"1002" 8 4 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"1003" 8 4 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"1004" 8 4 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"1005" 8 4 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"1006" 8 4 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"1007" 8 4 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"1008" 8 4 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"1009" 8 4 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"1010" 8 4 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"1011" 8 4 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"1012" 8 5 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"1013" 8 5 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"1014" 8 5 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"1015" 8 5 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"1016" 8 5 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"1017" 8 5 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"1018" 8 5 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"1019" 8 5 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"1020" 8 5 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"1021" 8 5 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"1022" 8 6 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"1023" 8 6 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"1024" 8 6 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"1025" 8 6 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"1026" 8 6 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"1027" 8 6 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"1028" 8 6 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"1029" 8 6 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"1030" 8 6 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"1031" 8 6 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"1032" 8 7 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"1033" 8 7 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"1034" 8 7 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"1035" 8 7 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"1036" 8 7 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"1037" 8 7 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"1038" 8 7 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"1039" 8 7 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"1040" 8 7 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"1041" 8 7 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"1042" 8 8 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"1043" 8 8 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"1044" 8 8 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"1045" 8 8 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"1046" 8 8 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"1047" 8 8 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"1048" 8 8 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"1049" 8 8 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"1050" 8 8 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"1051" 8 8 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"1052" 8 9 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"1053" 8 9 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"1054" 8 9 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"1055" 8 9 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"1056" 8 9 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"1057" 8 9 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"1058" 8 9 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"1059" 8 9 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"1060" 8 9 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"1061" 8 9 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"1062" 8 10 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"1063" 8 10 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"1064" 8 10 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"1065" 8 10 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"1066" 8 10 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"1067" 8 10 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"1068" 8 10 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"1069" 8 10 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"1070" 8 10 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"1071" 8 10 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"1072" 8 11 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"1073" 8 11 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"1074" 8 11 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"1075" 8 11 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"1076" 8 11 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"1077" 8 11 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"1078" 8 11 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"1079" 8 11 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"1080" 8 11 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"1081" 8 11 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"1082" 8 12 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"1083" 8 12 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"1084" 8 12 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"1085" 8 12 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"1086" 8 12 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"1087" 8 12 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"1088" 8 12 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"1089" 8 12 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"1090" 8 12 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"1091" 8 12 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"1092" 8 13 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"1093" 8 13 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"1094" 8 13 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"1095" 8 13 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"1096" 8 13 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"1097" 8 13 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"1098" 8 13 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"1099" 8 13 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"1100" 8 13 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"1101" 8 13 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"1102" 8 14 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"1103" 8 14 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"1104" 8 14 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
