"it" "im" "dep" "meth" "out"
"139" 2 4 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"140" 2 4 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"141" 2 5 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"142" 2 5 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"143" 2 5 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"144" 2 5 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"145" 2 5 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"146" 2 5 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"147" 2 5 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"148" 2 5 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"149" 2 5 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"150" 2 5 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"151" 2 5 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"152" 2 5 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"153" 2 5 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"154" 2 6 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"155" 2 6 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"156" 2 6 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"157" 2 6 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"158" 2 6 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"159" 2 6 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"160" 2 6 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"161" 2 6 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"162" 2 6 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"163" 2 6 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"164" 2 6 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"165" 2 6 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"166" 2 6 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"167" 2 7 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"168" 2 7 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"169" 2 7 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"170" 2 7 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"171" 2 7 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"172" 2 7 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"173" 2 7 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"174" 2 7 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"175" 2 7 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"176" 2 7 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"177" 2 7 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"178" 2 7 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"179" 2 7 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"180" 2 8 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"181" 2 8 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"182" 2 8 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"183" 2 8 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"184" 2 8 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"185" 2 8 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"186" 2 8 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"187" 2 8 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"188" 2 8 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"189" 2 8 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"190" 2 8 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"191" 2 8 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"192" 2 8 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"193" 2 9 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"194" 2 9 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"195" 2 9 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"196" 2 9 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"197" 2 9 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"198" 2 9 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"199" 2 9 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"200" 2 9 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"201" 2 9 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"202" 2 9 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"203" 2 9 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"204" 2 9 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"205" 2 9 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"206" 2 10 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"207" 2 10 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"208" 2 10 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
