"it" "im" "dep" "meth" "out"
"318" 3 10 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"319" 3 10 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"320" 3 10 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"321" 3 11 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"322" 3 11 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"323" 3 11 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"324" 3 11 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"325" 3 11 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"326" 3 11 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"327" 3 11 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"328" 3 11 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother, Coparent_Total_Father"
