"it" "im" "dep" "meth" "out"
"275" 3 3 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"276" 3 3 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"277" 3 3 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"278" 3 3 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"279" 3 3 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"280" 3 3 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"281" 3 3 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"282" 3 4 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"283" 3 4 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"284" 3 4 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"285" 3 4 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"286" 3 4 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"287" 3 4 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"288" 3 4 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"289" 3 4 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"290" 3 4 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"291" 3 4 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"292" 3 5 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"293" 3 5 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"294" 3 5 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"295" 3 5 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"296" 3 5 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"297" 3 5 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"298" 3 5 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"299" 3 5 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"300" 3 5 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"301" 3 5 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"302" 3 6 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"303" 3 6 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"304" 3 6 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"305" 3 6 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"306" 3 6 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"307" 3 6 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"308" 3 6 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"309" 3 6 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"310" 3 6 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"311" 3 6 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"312" 3 7 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"313" 3 7 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"314" 3 7 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"315" 3 7 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"316" 3 7 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"317" 3 7 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"318" 3 7 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"319" 3 7 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"320" 3 7 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"321" 3 7 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"322" 3 8 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"323" 3 8 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"324" 3 8 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"325" 3 8 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"326" 3 8 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"327" 3 8 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"328" 3 8 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"329" 3 8 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"330" 3 8 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
