"it" "im" "dep" "meth" "out"
"294" 2 11 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"295" 2 11 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"296" 2 11 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"297" 2 11 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"298" 2 11 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"299" 2 11 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"300" 2 11 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"301" 2 11 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"302" 2 11 "Depression_item1_Father_Year5" "pmm" "Coparent_Total_Father"
"303" 2 11 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"304" 2 11 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"305" 2 12 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"306" 2 12 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"307" 2 12 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"308" 2 12 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"309" 2 12 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"310" 2 12 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"311" 2 12 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"312" 2 12 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"313" 2 12 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"314" 2 12 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"315" 2 12 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"316" 2 12 "Depression_item1_Father_Year5" "pmm" "Coparent_Total_Father"
"317" 2 12 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"318" 2 12 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"319" 2 13 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"320" 2 13 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"321" 2 13 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"322" 2 13 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"323" 2 13 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"324" 2 13 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"325" 2 13 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"326" 2 13 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"327" 2 13 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"328" 2 13 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"329" 2 13 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
